ср 24.06,🏔️👑 КОРОЛЕВСКИЙ ЭТАП — большой треккинг/трейл,Z1–Z2 объём + макс вертикаль,300–360,"ГЛАВНЫЙ ДЕНЬ: 5–6 ч на ногах, D+ 1200–1500 м. Восхождение к высшим точкам (до 1100 м), треккинг с палками + бег по тропам. Моделирование гонки: питание, экипировка, темп. НЕ гонка — равномерно.",Z1–Z2 (135–155),Время на ногах + вертикаль (специфика 78км)
чт 25.06,🥾 Активное восстановление (лёгкий трейл),Z1 восстановительный,60–80,"Лёгкий трейл/прогулка 8–10 км, D+ 300–400 м. После королевского этапа — спокойно, ЧСС ≤ 140. Мобилити, растяжка. Можно искупаться/расслабиться.",Z1 (≤140),Восстановление ног
пт 26.06,🏔️ Трейл с акцентом на СПУСК + повторы,Z1–Z3 + эксцентрика,150–180,"Трейл 14–18 км, D+ 700–900 м. Акцент — ТЕХНИЧНЫЕ СПУСКИ (повторы на хорошем склоне): подъём power-hike + контролируемый спуск ×4–6. Последний качественный день перед дорогой.",Z1–Z3 (140–165),Спуск/эксцентрика на реальном рельефе
сб 27.06,🚗 Дорога домой,Отдых,—,В дороге. Отдых после сбора.,—,Отдых
вс 28.06,🚗 Дорога домой,Отдых,—,В дороге. Отдых. Восстановление после горного блока.,—,Отдых
,,,,,
========== НЕДЕЛЯ 27 — остаток (03.07–05.07.2026) ==========,,,,,
Период: Соревновательный (Период 3) | Тип: 🟡 ВОССТАНОВЛЕНИЕ после сбора (НЕ нагрузочная!),,,,,
"Контекст: Сбор на Алтае (нед 26) = огромный overreach (D+ 4205 м, королевский 37км/D+2103, напряжение 180 рекорд). 30.06 сэндвич дался очень тяжело — слабость весь день. Отдых 01-02.07 (напряжение упало до 57). Организм ещё не переварил сбор.",,,,,
"⚠️ ЗАДАЧА: мягко вернуть свежесть, НЕ повторить ошибку 30.06. Только лёгкий аэробный бег по ЧСС. БЕЗ силовой на ноги, БЕЗ интенсивности, БЕЗ длительных. Выносливость на рекорде (121) — база огромная, нужна только свежесть.",,,,,
"Объём: ~28–33 км (лёгкий) | D+ умеренно | Силовые: 0 на ноги (можно верх по желанию) | Полноценная нагрузка — с недели 28",,,,,
,,,,,
День,Тип тренировки,Подтип / Цель,Время (мин),Примечание / Содержание,Зона ЧСС / Темп,Цель дня
пт 03.07,🏃 Лёгкий бег (проверка),Z1 восстановительный,45–55,"Лёгкий бег 7–8 км. Темп 7:00–7:40/км. ЧСС строго ≤ 140. Проверка ощущений: если слабость/тяжесть — сократить/перейти на ходьбу. Прислушивайся к телу.",Z1 (≤140),Мягкий рестарт + оценка состояния
сб 04.07,🏃 Лёгкий бег outdoor,Z1–Z2 восстановительный,60–70,"Лёгкий бег 10–11 км по улице. Темп 6:50–7:30/км. ЧСС ≤ 145. Только если пт прошла хорошо. Расслабленно, в удовольствие.",Z1 (133–145),Аэробное восстановление
вс 05.07,🏃 Спокойный средний бег,Z1–Z2,75–90,"Спокойный бег 12–14 км. Темп 6:50–7:20/км. ЧСС ≤ 148. НЕ длительный — просто ровный аэробный объём. Если ощущения отличные — можно до 15 км, но без форсирования.",Z1–Z2 (140–148),Возврат к объёму (мягко)
,,,,,
========== НЕДЕЛЯ 28 (06.07–12.07.2026) ==========,,,,,
Период: Соревновательный (Период 3) — неделя 4 | Тип: 📈 НАГРУЗОЧНАЯ — возврат к структуре,,,,,
"Контекст: Восстановился после сбора (нед 27: статус Поддержание, вс 22км легко). Возврат к полной структуре: длительный, B2B, силовая ног (впервые после сбора), горная специфика. Дома = снова плоский город (дорожка/стеймастер для вертикали).",,,,,
"⚠️ Первая полная неделя после overreach — уверенно, но НЕ пик. Следить за статусом Polar. Неделя 28 = темповая (2×15 мин в гору Z3, пт).",,,,,
"Состав: 4 беговые (вт сэндвич + ср outdoor + пт темпо в гору/стейм + сб B2B-1 + вс B2B-2) + верх (пн/чт своя).",,,,,
"Объём бега: ~63–66 км | D+ дорожка/стейм ~1000 м + outdoor повторы | B2B: 15+24 = 39 км | Силовые: 1×ноги (вт) + 1×стейм (пт)",,,,,
,,,,,
День,Тип тренировки,Подтип / Цель,Время (мин),Примечание / Содержание,Зона ЧСС / Темп,Цель дня
пн 06.07,💪 Силовая верх (своя) + отдых ног,Восстановление ног,30,"Верх тела по своей программе (по желанию). Ноги отдыхают после вс 22 км. Растяжка/йога.",—,Восстановление
вт 07.07,🏃 Сэндвич Z2 + 🦵 Силовая ноги + 🧘 Кор,Аэробная база + сила + кор,145–160,"Бег 3 км → силовая ноги 30 мин (присед 55→60 кг, болгарские, step-ups, эксцентрика) → добег 9 км → кор 12 мин. ПЕРВАЯ силовая ног после сбора — заходим аккуратно, без рекордов.",Z2 (140–155),Возврат силовой + бег на уставших
ср 08.07,🏃 Лёгкий бег outdoor,Z1–Z2 восстановительный,65–75,"Лёгкий бег 10 км по улице. Темп 6:50–7:30/км. ЧСС ≤ 145. Маршрут с D+ 80–150 м.",Z1 (133–145),Аэробная база outdoor
чт 09.07,💪 Силовая верх (своя) + отдых ног,Восстановление,30,"Верх тела по своей программе. Ноги отдыхают перед выходными.",—,Восстановление
пт 10.07,🏔️ Темповые в гору + 🪜 Стеймастер + 🧘 Кор,Лактатный порог (темпо),85–95,"Темпо в гору: 2×15 мин Z3 на уклоне 6% (бег ~6:30-7:00/км) + 5 мин восст Z1 между. Стеймастер 20 мин Z2. Кор 12 мин. Первая интенсивность после сбора — по ощущениям.",Z3 темпо (160–170) / Z1 восст,Удержание темпа на подъёме (специфика)
сб 11.07,🏃 B2B день 1 — повторы со спуском,Z1–Z2 + спуск (эксцентрика),90–105,"B2B-1: ~15 км. Если есть трасса с перепадом — повторы (подъём + контролируемый спуск). Если плоско — ровный бег + спуски по лестнице. НЕ выкладываться.",Z1–Z3 (140–162),Спуск (D−) + база для вс
вс 12.07,🏃 B2B день 2 — длительный (на уставших),Z1–Z2 специфика,150–170,"B2B-2: длительный 24 км на уставших ногах. Темп 6:45–7:15/км. ЧСС ≤ 150. 4 геля. Outdoor с D+ если есть. Жара — рано утром. При усталости — сократить до 20 км.",Z1–Z2 (140–150),Бег на уставших — ключ к гонке
